total,data,pde,wall_pde,inlet,outlet,interface_temp,interface_flux,ordering,reg,wall_reg,epoch,validation_score,nu_hot_m2_s,nu_cold_m2_s,alpha_hot_m2_s,alpha_cold_m2_s,k_wall_w_mk,hot_inlet_temperature_K,cold_inlet_temperature_K,hot_inlet_temperature_bias_K,cold_inlet_temperature_bias_K
51.920684814453125,0.10344693064689636,8806.4228515625,1058.474609375,0.0,0.0,0.8354642391204834,1659.4254150390625,1.7280277688769274e-06,2.0679515229122397e-13,0.0,1,6.450312453276817,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9992980957031,283.5007019042969,-0.0006999996840022504,0.0006999994511716068
40.32958221435547,0.0864601582288742,8032.77490234375,888.7125244140625,0.0,0.0,0.5756613612174988,1285.0677490234375,0.0,2.0679515229122397e-13,0.0,2,5.592479213030831,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9986877441406,283.50067138671875,-0.0013076647883281112,0.0006727241561748087
32.9205322265625,0.07404427230358124,8787.8828125,626.5400390625,0.0,0.0,0.4282900094985962,690.3203125,0.0,2.0679515229122397e-13,0.0,3,5.121681078923302,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9981384277344,283.5004577636719,-0.0018756825011223555,0.0004672965733334422
29.85205078125,0.0586642324924469,8076.53515625,470.9054870605469,0.0,0.0,0.49011123180389404,423.5115051269531,0.0,2.0679515229122397e-13,0.0,4,4.967021700733724,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.99749755859375,283.5006408691406,-0.0024916997645050287,0.0006263498216867447
28.49024772644043,0.05169031769037247,7947.5107421875,402.3695068359375,0.0,0.0,0.5193260908126831,464.36090087890625,0.0,2.0679515229122397e-13,0.0,5,4.708675776733175,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9968566894531,283.5009765625,-0.0031330615747720003,0.000965565734077245
25.04830551147461,0.04657847061753273,8380.849609375,477.90283203125,0.0,0.0,0.4429905414581299,384.88702392578125,0.0,2.0679515229122397e-13,0.0,6,4.541388664682584,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9962158203125,283.5013732910156,-0.0037812422960996628,0.0013730453792959452
24.800607681274414,0.04667392373085022,9065.66796875,464.1878662109375,0.0,0.0,0.43193721771240234,520.7266235351562,0.0,2.0679515229122397e-13,0.0,7,4.333574920409054,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.99554443359375,283.5017395019531,-0.00444877240806818,0.001739251660183072
23.330602645874023,0.04550695791840553,8850.3466796875,484.324951171875,0.0,0.0,0.3871406316757202,468.51141357421875,0.0,2.0679515229122397e-13,0.0,8,4.070055802476698,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9949035644531,283.5020751953125,-0.005105483345687389,0.0020721000619232655
22.362913131713867,0.0407831110060215,9492.3310546875,397.7412414550781,0.0,0.0,0.4051192104816437,387.5265197753906,0.0,2.0679515229122397e-13,0.0,9,3.707490452798501,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9942321777344,283.50244140625,-0.005778051447123289,0.0024524140171706676
21.07848358154297,0.03341038152575493,9394.6083984375,333.573974609375,0.0,0.0,0.4422147274017334,429.00250244140625,0.0,2.0679515229122397e-13,0.0,10,3.26242457187444,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9935302734375,283.50286865234375,-0.006464756093919277,0.0028789215721189976
17.078998565673828,0.02307450957596302,9021.8076171875,287.04608154296875,0.0,0.0,0.4062657952308655,382.02191162109375,0.0,2.0679515229122397e-13,0.0,11,2.9452304861382466,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.99285888671875,283.50335693359375,-0.007154848426580429,0.0033668307587504387
14.946894645690918,0.01914120651781559,9035.3134765625,340.1578063964844,0.0,0.0,0.3681812882423401,339.41448974609375,0.0,2.0679515229122397e-13,0.0,12,2.7053300146794155,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9921875,283.5038757324219,-0.007818816229701042,0.0038878154009580612
13.438735008239746,0.015607865527272224,8994.65234375,285.75592041015625,0.0,0.0,0.35025501251220703,323.9172668457031,0.0,2.0679515229122397e-13,0.0,13,2.5131942528924913,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9915466308594,283.5044250488281,-0.008464551530778408,0.004425739403814077
13.29840087890625,0.01288093626499176,9427.3564453125,318.14666748046875,0.0,0.0,0.3773648142814636,318.16192626953125,0.0,2.0679515229122397e-13,0.0,14,2.406476944042522,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9908752441406,283.50494384765625,-0.009110381826758385,0.00495343329384923
11.856154441833496,0.010766756720840931,8369.158203125,376.96710205078125,0.0,0.0,0.3450450897216797,416.25042724609375,0.0,2.0679515229122397e-13,0.0,15,2.3909575433309107,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.990234375,283.5054931640625,-0.0097510926425457,0.005492068827152252
12.431757926940918,0.011872520670294762,8542.3232421875,325.8240966796875,0.0,0.0,0.3548000752925873,421.2869873046875,0.0,2.0679515229122397e-13,0.0,16,2.2727208589981354,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9896240234375,283.50604248046875,-0.010360892862081528,0.00605242233723402
12.37032699584961,0.011252731084823608,8001.4755859375,322.0404968261719,0.0,0.0,0.35978031158447266,407.5926513671875,0.0,2.0679515229122397e-13,0.0,17,2.176958417181533,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9890441894531,283.50665283203125,-0.010958475060760975,0.0066450112499296665
11.987728118896484,0.008561431430280209,7621.15380859375,361.2628479003906,0.0,0.0,0.3767719566822052,401.48187255859375,0.0,2.0679515229122397e-13,0.0,18,2.071774916282677,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9884338378906,283.50726318359375,-0.011566436849534512,0.007262933999300003
12.5560884475708,0.008428914472460747,7720.50439453125,330.79339599609375,0.0,0.0,0.4010965824127197,375.4463806152344,0.0,2.0679515229122397e-13,0.0,19,2.0388585706473252,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9878234863281,283.5079040527344,-0.012184830382466316,0.007907278835773468
10.865631103515625,0.008684132248163223,7838.16015625,391.62060546875,0.0,0.0,0.33041566610336304,376.0787353515625,0.0,2.0679515229122397e-13,0.0,20,1.8480924610908094,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.98724365234375,283.5085144042969,-0.012750647030770779,0.008526909165084362
10.771923065185547,0.005926189478486776,7560.07861328125,296.87286376953125,0.0,0.0,0.35976263880729675,352.5496826171875,0.0,2.0679515229122397e-13,0.0,21,1.9172139645336088,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9866638183594,283.5091857910156,-0.013321167789399624,0.00917754601687193
10.967138290405273,0.005752348806709051,7343.57177734375,255.2328643798828,0.0,0.0,0.36965733766555786,267.1051940917969,0.0,2.0679515229122397e-13,0.0,22,1.8656699902201037,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9861145019531,283.50982666015625,-0.013892697170376778,0.009813470765948296
10.836834907531738,0.005546787288039923,7534.01904296875,195.97869873046875,0.0,0.0,0.36691194772720337,214.02517700195312,0.0,2.0679515229122397e-13,0.0,23,1.8593699707035867,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.98553466796875,283.5104675292969,-0.014468505047261715,0.01046488992869854
11.135992050170898,0.007128875702619553,6989.470703125,227.42343139648438,0.0,0.0,0.35989320278167725,222.74032592773438,0.0,2.0679515229122397e-13,0.0,24,1.7978635580286109,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9850158691406,283.5111083984375,-0.014990094117820263,0.01112072728574276
10.384567260742188,0.006662440486252308,6630.83740234375,180.3058319091797,0.0,0.0,0.3354334235191345,280.3706970214844,0.0,2.0679515229122397e-13,0.0,25,1.727993416208374,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9845275878906,283.51177978515625,-0.015459076501429081,0.011764686554670334
10.733531951904297,0.005471555050462484,7531.27294921875,255.3690185546875,0.0,0.0,0.3636826276779175,337.54156494140625,0.0,2.0679515229122397e-13,0.0,26,1.7272586689993041,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9840393066406,283.51239013671875,-0.015952207148075104,0.012403405271470547
10.543140411376953,0.004734370857477188,7104.45263671875,256.22027587890625,0.0,0.0,0.3649131655693054,361.8995361328125,0.0,2.0679515229122397e-13,0.0,27,1.6230345847032244,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9835510253906,283.5130310058594,-0.01645788364112377,0.01303614117205143
10.13213062286377,0.005095777567476034,6558.830078125,249.57925415039062,0.0,0.0,0.3441358804702759,293.15277099609375,0.0,2.0679515229122397e-13,0.0,28,1.5820579952958704,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9830627441406,283.5137023925781,-0.016939012333750725,0.013689168728888035
9.202136039733887,0.0042916093952953815,6768.498046875,205.59036254882812,0.0,0.0,0.31658613681793213,240.52255249023438,0.0,2.0679515229122397e-13,0.0,29,1.6222445708580233,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9825744628906,283.514404296875,-0.017420122399926186,0.014390900731086731
9.516138076782227,0.0037993830628693104,6243.33984375,219.13941955566406,0.0,0.0,0.3350529074668884,217.86160278320312,0.0,2.0679515229122397e-13,0.0,30,1.5546328406251906,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9820861816406,283.51507568359375,-0.017917685210704803,0.015084994956851006
9.481908798217773,0.003611105028539896,6156.33251953125,268.5400085449219,0.0,0.0,0.3359431028366089,248.37567138671875,0.0,2.0679515229122397e-13,0.0,31,1.6531387122988068,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9815673828125,283.51580810546875,-0.018439628183841705,0.01579717919230461
10.44271183013916,0.005965040065348148,6819.837890625,238.06503295898438,0.0,0.0,0.346127986907959,236.49533081054688,0.0,2.0679515229122397e-13,0.0,32,1.6293312800855047,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9811096191406,283.5164794921875,-0.018905099481344223,0.016483383253216743
