x,y,z,T,u,v,w,p,nx,ny,nz,qn
0.006062566019028429,-0.01604261434210696,-0.205,284.313219542018,0.0,0.0,-0.9524356387856896,0.22411019055066217,0.0,0.0,-1.0,-24.294404660405306
0.004765944321872425,-0.01028042271218927,-0.205,284.52468028257766,0.0,0.0,-0.9518223062796627,-0.647566664214077,0.0,0.0,-1.0,-26.594255927369048
-0.013466408889462569,0.00044216750280496995,-0.205,284.4360748973418,0.0,0.0,-0.9965911889962213,-0.6879280807786533,0.0,0.0,-1.0,-26.405595479268392
0.010352580735038447,-0.013776143814416776,-0.205,284.31521664548336,0.0,0.0,-0.9496895205038212,0.5562741352111344,0.0,0.0,-1.0,-23.553130216186386
0.010358836308688718,0.0007076201846423293,-0.205,284.6730390395937,0.0,0.0,-0.9154216170668152,1.234666494612022,0.0,0.0,-1.0,-28.30386672708596
-0.005528682144326479,-0.019116657277298388,-0.205,284.2515380991354,0.0,0.0,-0.8194431125272017,-0.4832356031192589,0.0,0.0,-1.0,-25.918282502314355
-0.0031107561380907885,0.01677411087043613,-0.205,284.29655260397095,0.0,0.0,-0.9553362908422147,0.33004151672858195,0.0,0.0,-1.0,-23.64129000473452
-0.003914341616229388,0.01496944473990572,-0.205,284.39442256467976,0.0,0.0,-0.9915435248731121,0.354172044590255,0.0,0.0,-1.0,-26.087605569718132
-0.019348901581114557,0.0012876459673675149,-0.205,284.2740213226719,0.0,0.0,-0.8504730877461224,-0.38715492461292816,0.0,0.0,-1.0,-22.617750355377744
-0.004243551205648886,-0.016244587618349408,-0.205,284.3914198989264,0.0,0.0,-0.9635183819572606,0.2554064801867013,0.0,0.0,-1.0,-22.428337460941783
0.016176408430294328,0.008582352695753682,-0.205,284.339814934218,0.0,0.0,-0.9066730847775031,-1.6127868931312428,0.0,0.0,-1.0,-22.02655969494456
-0.011862354964656659,0.016073176292686654,-0.205,284.0626291852586,0.0,0.0,-0.8145223027654971,1.8779439037406636,0.0,0.0,-1.0,-23.280272651861274
-0.01109951484534226,0.010831748822264621,-0.205,284.33297239041354,0.0,0.0,-0.9910362626745866,-2.8343552441206445,0.0,0.0,-1.0,-25.179316236676776
-0.01198046232424468,0.009453156284887219,-0.205,284.3759384404166,0.0,0.0,-0.9942206084079412,-0.4640680801227746,0.0,0.0,-1.0,-25.742058164802273
-0.01284218152271237,-0.0015332710744460848,-0.205,284.5674340318682,0.0,0.0,-0.990195600655349,1.2369282832352069,0.0,0.0,-1.0,-27.568996327808225
-0.00396050651995925,-0.01662436970795427,-0.205,284.40856259614486,0.0,0.0,-0.9543933811183037,0.28625850305483513,0.0,0.0,-1.0,-23.201306683237217
-0.0031709298022402207,-0.016938999791542987,-0.205,284.3750454501878,0.0,0.0,-0.9496636324511922,0.4326597567537084,0.0,0.0,-1.0,-21.336244739896674
0.006513162788459527,0.012180258446434106,-0.205,284.53437101175496,0.0,0.0,-0.9989164883701724,-1.7080377585346522,0.0,0.0,-1.0,-25.16156251870462
-0.01585403923870481,-0.004635263844359818,-0.205,284.4559856580839,0.0,0.0,-0.9709130494007836,-0.18907601164316562,0.0,0.0,-1.0,-23.570405619737432
0.01730246264939693,0.007489559338539385,-0.205,284.2784595508393,0.0,0.0,-0.8801181279479904,0.6054678128302965,0.0,0.0,-1.0,-21.654509340620283
-0.005145847981683132,-0.012170939645522849,-0.205,284.5251878245437,0.0,0.0,-0.9939302524421124,0.6967388518488703,0.0,0.0,-1.0,-27.820530843657615
0.010815740168349061,0.0035635195455644758,-0.205,284.65284567807373,0.0,0.0,-0.9536609703463645,0.2607351557119381,0.0,0.0,-1.0,-27.849026332789308
0.007052427113724613,0.0071597926727645245,-0.205,284.75381350353734,0.0,0.0,-0.9002215365158013,-0.5441459432665958,0.0,0.0,-1.0,-29.118271986697614
0.018013036765950473,0.005268284383322677,-0.205,284.3357251889977,0.0,0.0,-0.8845672157127571,3.1110381911573564,0.0,0.0,-1.0,-21.93018371591572
-0.000957867915775718,0.00955015922834642,-0.205,284.63201297810264,0.0,0.0,-0.8776028676664175,-0.640391101103568,0.0,0.0,-1.0,-29.65299706402553
0.012277733927333301,0.01326636248439513,-0.205,284.31923915409754,0.0,0.0,-0.9172097499306138,-0.15967833062313253,0.0,0.0,-1.0,-23.206067046711908
-0.0035705760369942304,-0.012864349154310598,-0.205,284.44770955739796,0.0,0.0,-0.9954255345149028,0.7980515981748951,0.0,0.0,-1.0,-25.7875485658014
-0.017433059911344563,-0.007740096458816214,-0.205,284.2798638637588,0.0,0.0,-0.8683758451197796,-0.6741351191590089,0.0,0.0,-1.0,-23.75040622625821
0.015540273964735753,0.009652869633909142,-0.205,284.36306281612866,0.0,0.0,-0.9074934137715133,1.22229583752897,0.0,0.0,-1.0,-24.035263614714992
-0.0108891990086471,-0.002067605302280149,-0.205,284.64848526516073,0.0,0.0,-0.9432984826512514,-0.920070216446232,0.0,0.0,-1.0,-28.709526252354546
0.009482415471731396,0.014644232705137651,-0.205,284.4449949257853,0.0,0.0,-0.9422206405155281,-0.23034325221641583,0.0,0.0,-1.0,-24.679210116262404
-0.004266264789595747,-0.01226470905042686,-0.205,284.55620524255403,0.0,0.0,-0.990956845247317,1.875808331309062,0.0,0.0,-1.0,-26.538995285887363
0.0006770190864226776,-0.011032531727717041,-0.205,284.6875936317739,0.0,0.0,-0.9422018773975929,0.07416723467742532,0.0,0.0,-1.0,-27.748664501242004
