x,y,z,T,u,v,w,p,nx,ny,nz,qn
0.001361366017426314,0.008390273092492092,0.08856334975567534,281.2186382866474,0.0,0.0,-0.3887528896221974,444.6811194629133,0.16016070793250753,0.9870909520578932,0.0,-5087.474259674143
0.007562648176551543,-0.0038802516101023176,-0.12722654898569136,281.42937855429886,0.0,0.0,-0.38555848433068834,117.53217082963751,0.8897233148884168,-0.45650018942380205,0.0,-4692.5587139284535
0.0005211672355179407,-0.008484007585606143,0.10237664098506802,281.100479539951,0.0,0.0,-0.3540318119944155,462.09612913688227,0.06131379241387537,-0.9981185394830757,0.0,-5100.812775977245
0.008271826816236779,0.001956241580732331,-0.012954991075112499,281.4686704094552,0.0,0.0,-0.35401021695800977,293.7993909987242,0.9731560960278562,0.2301460683214507,0.0,-4654.829844303246
0.004420200361228646,-0.0072602912315274356,-0.17147558871750004,281.7151831281778,0.0,0.0,-0.3877079820977475,52.70931255988934,0.5200235719092524,-0.8541519095914629,0.0,-4910.007567496371
0.007647115119983707,-0.0037110147320802422,-0.18020787867717852,281.52740370495013,0.0,0.0,-0.38995353301816404,33.99230642171509,0.8996606023510243,-0.43658996848002846,0.0,-4670.5202969992
-0.0011608506359927831,-0.008420357819054673,-0.15366997951519154,281.75659714272655,0.0,0.0,-0.382887990374241,76.18597150835375,-0.13657066305797447,-0.9906303316534908,0.0,-5025.564788666997
0.008178389528621556,-0.002316019153231101,0.17873220750324695,281.27298771763446,0.0,0.0,-0.38601313548498317,579.4436980987757,0.9621634739554771,-0.27247284155660006,0.0,-4715.618781206289
0.0056495503317860515,-0.006350793733748258,0.07821167009358235,281.1555575394327,0.0,0.0,-0.3551212025243769,428.81081792148575,0.6646529802101236,-0.7471522039703832,0.0,-4901.607641800628
-0.001362083871517167,-0.008390156585365545,-0.08448954903617838,281.6084499570371,0.0,0.0,-0.38988096500583486,180.16087352810473,-0.1602451613549608,-0.9870772453371228,0.0,-5041.033527045228
-0.008406730886247183,-0.0012557371565011769,-0.09537158700102574,281.36869873387406,0.0,0.0,-0.37658426691474095,164.3835676062153,-0.9890271630879038,-0.1477337831177855,0.0,-4619.015620145194
0.007423657981269088,-0.004139964030899275,0.2035487653734934,281.21156265848265,0.0,0.0,-0.38752183869594586,619.5499889363613,0.8733715272081279,-0.48705459187050293,0.0,-4793.988401571841
0.0030602503105192328,-0.007929997984676095,-0.03722551477909783,281.4057999269121,0.0,0.0,-0.37561442109829907,254.0552714504332,0.3600294482963803,-0.9329409393736583,0.0,-5007.979337164721
0.003668783281060876,-0.007667465633219898,0.035873400259453486,281.20481358705746,0.0,0.0,-0.35689211614509236,362.790862262696,0.4316215624777501,-0.9020547803788114,0.0,-5002.653814595194
0.008449778804734806,0.000922625683066773,0.07601825724206776,281.3470253747974,0.0,0.0,-0.3667310426018078,423.5976260141455,0.9940916240864478,0.10854419800785564,0.0,-4660.57915307221
0.008462720954055467,0.0007952069251399545,0.1692457166046307,281.3630474831092,0.0,0.0,-0.3881747215822227,565.1534742241253,0.9956142298888784,0.09355375589881816,0.0,-4684.258401688552
