total,data,pde,wall_pde,inlet,outlet,interface_temp,interface_flux,ordering,reg,wall_reg,epoch,validation_score,nu_hot_m2_s,nu_cold_m2_s,alpha_hot_m2_s,alpha_cold_m2_s,k_wall_w_mk,hot_inlet_temperature_K,cold_inlet_temperature_K,hot_inlet_temperature_bias_K,cold_inlet_temperature_bias_K
52.010772705078125,0.1006343886256218,8787.28515625,1043.0081787109375,0.0,0.0,0.8728182911872864,1660.181884765625,0.0,2.0679515229122397e-13,0.0,1,6.378374957488923,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9992980957031,283.20904541015625,-0.0006999997422099113,0.0006999993929639459
41.05322265625,0.08511438220739365,8055.4697265625,938.0186767578125,0.0,0.0,0.6207563877105713,1269.8651123046875,5.347667411115253e-07,2.0679515229122397e-13,0.0,2,5.5990569827585706,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9986877441406,283.2090148925781,-0.0013086546678096056,0.0006802079733461142
31.85633659362793,0.06810028105974197,8789.1416015625,658.1517944335938,0.0,0.0,0.4570499658584595,743.0729370117188,1.7815910950957914e-06,2.0679515229122397e-13,0.0,3,5.535464030546154,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.99810791015625,283.2088317871094,-0.001899711787700653,0.0004938807105645537
28.78506088256836,0.05506708472967148,7985.2431640625,481.84344482421875,0.0,0.0,0.4905974268913269,425.6478576660156,0.0,2.0679515229122397e-13,0.0,4,5.428191624832094,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9974670410156,283.2090148925781,-0.002531802747398615,0.0006569550605490804
29.242889404296875,0.0480753630399704,7991.26123046875,408.2918701171875,0.0,0.0,0.5928112268447876,485.62493896484375,0.0,2.0679515229122397e-13,0.0,5,5.083371298909038,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.996826171875,283.2093505859375,-0.0031834845431149006,0.000992924440652132
24.58372688293457,0.041940897703170776,8315.0400390625,497.408935546875,0.0,0.0,0.4800582826137543,441.69708251953125,0.0,2.0679515229122397e-13,0.0,6,4.6494634583983085,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.99615478515625,283.2097473144531,-0.003842470934614539,0.0013910629786550999
22.28072738647461,0.038677558302879333,9109.9150390625,524.6412963867188,0.0,0.0,0.4270983636379242,530.131591796875,0.0,2.0679515229122397e-13,0.0,7,4.125412815856942,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9954833984375,283.2100830078125,-0.004506205674260855,0.0017457810463383794
21.088302612304688,0.034813810139894485,8599.5693359375,515.9057006835938,0.0,0.0,0.4257664084434509,507.884521484375,0.0,2.0679515229122397e-13,0.0,8,3.6653856878336804,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.994873046875,283.2104187011719,-0.0051286835223436356,0.0020749536342918873
17.668458938598633,0.024590086191892624,9159.6357421875,445.8184814453125,0.0,0.0,0.41165730357170105,412.9830322265625,0.0,2.0679515229122397e-13,0.0,9,3.429336770198531,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9942626953125,283.21075439453125,-0.005738913547247648,0.0024217308964580297
15.06289291381836,0.01662878878414631,8583.982421875,366.6348876953125,0.0,0.0,0.40297022461891174,447.0079040527344,0.0,2.0679515229122397e-13,0.0,10,3.036418529497537,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,302.9936218261719,283.211181640625,-0.006371283438056707,0.0028377906419336796
