x,y,z,T,qx,qy,qz,k_wall
-0.006854568065133408,0.00302639494854086,-0.013613777775182079,293.9742099173392,2194528.89266791,-968917.5294618463,15.779871534887338,180.0
0.005076432127150359,-0.006568504207532103,-0.09183400079825271,287.69444791421705,-1533068.6842447445,1983670.3910685508,15.254913102733743,180.0
0.005272179831386186,0.004252873847551597,-0.09462086026552816,301.5731280337729,-1954309.0939381116,-1576469.3734766582,14.622712437329028,180.0
0.006492473835480503,-0.0024258070608026952,-0.11958757127571891,300.3053793537161,-2384407.5265183006,890895.0209471434,18.002779724293585,180.0
0.0052427015601097205,0.006584374480551096,0.04659214574969575,285.99041501208313,-1442429.0785174107,-1811564.7258769593,18.370962940777957,180.0
0.006175699776642224,0.004553569958141742,0.1921710379230386,290.660960124499,-1701832.1824984944,-1254823.288096649,15.19127789431645,180.0
-0.0044777363608656555,0.00637853859607534,-0.12799932835115524,292.52392040214517,1469171.4904700492,-2092835.821715298,15.309164627545512,180.0
-0.00628378509358961,-0.0030577428554097283,-0.0029534589116298193,298.35595512549685,2143827.2295388584,1043204.4216538569,18.985037356322515,180.0
-0.002972810008963841,-0.007296431773556316,0.06946006565320093,290.150107655367,861818.1927710294,2115236.973033182,13.27788122619346,180.0
0.0024104836333992026,-0.00610847009374297,-0.16647771531681224,304.3206104374403,-958128.6529159086,2428019.066879843,13.770090275457125,180.0
-0.006702786446440441,-0.0023771764878525734,-0.10118338092460229,298.6396471054977,2375021.7478069654,842313.2531730154,16.873963373717917,180.0
0.0029120220731109385,0.005834829117084826,0.1074211374544061,300.57410541799965,-996520.1994136468,-1996731.1130613156,14.749899488663356,180.0
0.00742085723967308,0.0028853808142468786,-0.015284092053797438,290.2975773304217,-2237997.003989416,-870178.9306942031,15.907969134796035,180.0
-0.0026870289338412168,0.007721810095327872,-0.06019563331354244,288.54272900330125,809563.3892031878,-2326470.948200972,13.990166165094646,180.0
-0.0036144074215051815,-0.0058328801576044646,0.06297414954468925,298.55096251499793,1207812.1167916467,1949150.3055885208,14.728560971857048,180.0
-0.007217303549082342,-0.002048447396182469,-0.13753890339579627,295.5134027977725,2472560.788780498,701773.2696478134,15.4711990700065,180.0
-0.006566152064695108,0.004306377832671501,-0.019688889568169082,291.00563486746734,2012997.0386324371,-1320213.991236986,14.979826258273771,180.0
0.005689110433632639,-0.004436700248814161,-0.08097797173445727,297.2475460893587,-1965108.1515771819,1532505.9913597386,14.946698236861947,180.0
-0.007614140174990677,-0.0026253483432509897,-0.04461702135543333,289.6393915180172,2308400.5800702493,795934.3404725896,13.860596958454357,180.0
-0.00833941087613924,-0.0004256113755328737,-0.1698447094599056,287.9560994424197,2611483.112662497,133280.02856188783,14.358729627291762,180.0
0.005028225858221612,-0.004194770805285354,-0.03647827560425701,302.43913683706563,-1866337.0782180468,1556981.828039751,15.998611051999644,180.0
-0.006388048154814915,0.002491857063251773,0.110216851077679,297.7117508684498,2075412.0084583077,-809579.0681440509,17.943599787318114,180.0
0.005379242563485422,0.005825643432719813,-0.17702018660958285,292.0145268201412,-1780658.9218857929,-1928428.3673344015,18.289844598779094,180.0
0.004345010677691469,0.00661773618262159,-0.018941599106928192,290.7113824181892,-1320667.784048722,-2011463.636808697,15.643095720132674,180.0
0.004896426670138736,0.006255856226778824,0.09674798162937362,289.4442783263893,-1384534.4250339125,-1768932.5068137143,17.99570198946087,180.0
0.0027411679012760274,0.007650428708942811,-0.0398105370947997,289.0870261692981,-821377.50388026,-2292413.402929512,15.467062988081604,180.0
-0.0014382981342845056,-0.008249199929015993,-0.08528756325029756,287.1193817360954,429066.70981063467,2460864.675927393,14.359860669698044,180.0
-0.006788491240101262,0.004090234326375505,-0.02785969822467288,290.4285514596197,2071622.4231717405,-1248203.8860846877,11.321989451778663,180.0
-0.006677249272063671,0.0034481385021876507,-0.057105316820488056,294.3465085263311,2184903.1036230857,-1128286.246055278,12.617524638607307,180.0
-0.007794165328936675,0.00031456618636502347,-0.04867758886121776,291.81558534639885,2445389.2703816486,-98693.9260970034,14.609183723337107,180.0
