x,y,z,T,qx,qy,qz,k_wall
-0.0025801555556821433,0.0064971977662159515,0.16551921563708824,289.29673998677885,290863.85508302413,-732436.4553743964,7.282350822327153,180.0
0.007902283112760125,-0.0015717861003845088,0.0781379265009394,286.62217164884333,-821980.0285913826,163494.11496626725,6.358098726120699,180.0
-0.007686188630448008,-0.0009698629563760367,-0.1172370911692469,288.26994147556616,942415.4520050572,118916.39411441406,3.028010895444539,180.0
-0.007951780549411364,-0.00048777217481168735,-0.14388719667828848,287.56888653033155,963328.665837115,59091.78648404656,3.83723289662026,180.0
-0.007228846375398075,0.0016333397119078167,0.20470169761289211,287.90764191539364,746827.623470248,-168743.82882379644,5.4413406794798584,180.0
0.0061896863213656474,-0.002745799464691763,0.1798615258238284,289.87395756294796,-712874.323842166,316237.33985383174,4.938786817653018,180.0
0.00701555720422141,0.0015248349664358947,0.08582162905203364,289.2664361389674,-814664.0909160622,-177067.65914203468,5.452822195188409,180.0
0.006045696847575238,-0.004375012157847751,0.1304509165580839,288.07087450043156,-654700.2414498797,473778.5549465455,5.181234150424828,180.0
-0.007962761301426218,0.001044864713733396,-0.18768965472215346,287.4904061712242,981789.6332089741,-128829.34766179313,6.035726823290382,180.0
-0.005765981313355886,-0.005598400141513614,-0.10847403080355489,287.46369306614184,677905.1502881467,658202.668904786,6.64831301727041,180.0
0.004059591691685498,0.007277041813856802,-0.13853293483489482,286.3952649999108,-468705.71402223216,-840180.8207261525,5.851320421525506,180.0
-3.9402572942511915e-05,0.006748241882836611,-0.12165759036722147,291.6454709744926,5561.0164831916845,-952401.8748159072,6.557322298729071,180.0
0.006834794836200227,-0.0014369792548337653,0.018624608953380833,290.13122699902726,-853480.296548372,179439.69203780967,7.079621915366636,180.0
-0.004428425686795686,0.006589474437362131,-0.09545309933361909,287.41319947054143,522881.8961673754,-778045.5476147919,5.48130044929758,180.0
-0.006202007460238409,0.0036495973961354297,-0.02302103377296766,289.57603527808675,772194.8758069242,-454401.3250744685,10.05044669741682,180.0
0.0068320584356148005,0.001933564529965976,-0.09100011910434426,290.38035211979314,-899542.5896622944,-254582.66508638748,6.140495183736415,180.0
0.007009356376565779,-0.003919414943174868,0.14779336130063844,286.43568958472497,-696698.9720933558,389572.4821820441,5.711456379205447,180.0
-0.005872813867733543,-0.0041115614017192045,0.11893833632233816,289.21067138333495,667423.9877290053,467264.03532130393,5.989996424058186,180.0
0.002079489939196559,-0.008118872692584739,0.037772899584812114,285.7058686089091,-213677.17596681754,834251.5903952346,8.827746666588006,180.0
0.005921767958066566,-0.005632273867159038,0.13761881824810887,285.9883392143858,-582606.7833853418,554125.2180306996,7.1350017952685025,180.0
-0.0038942375726207044,-0.006260007874464396,0.1570915916414614,288.32372019388686,418822.23250509775,673258.9947557455,5.331258439382531,180.0
-0.0062513222349802125,-0.003991940199066216,0.11603658184946339,288.4906865310491,688069.9865581343,439384.5231241805,3.2722555346030773,180.0
-0.006357396431451682,0.0020242078140614247,0.20238992246429513,289.9171307002834,730825.5544570655,-232696.3268688223,6.601706230794619,180.0
-0.005695605006717859,-0.006092174860629813,-0.08532125775136126,286.24074555712417,636235.5301921682,680534.9208564269,7.62850957782221,180.0
-0.005559172150683214,-0.005173591044531279,0.05861247119984089,288.1868826747438,621687.3102907243,578567.422241735,6.391426402553569,180.0
0.005882523749248794,0.0039156169692822805,0.01985521568426088,290.0233551771208,-725422.9696106534,-482867.3220532856,9.040172785372091,180.0
0.007738521889020648,0.0014036477064977766,-0.1412824050874117,287.9929898469012,-948177.267124141,-171984.6329103766,4.663399460738721,180.0
-0.005584797173360182,-0.004621513666252507,0.01973416161853639,289.3822025411162,671424.9891172888,555615.4801593308,4.099579292206796,180.0
0.008366015954943639,-0.0006260978552923473,-0.07170250006067908,285.87701525314634,-921254.2757509265,68945.04257856696,7.765495069076277,180.0
0.007313647687703643,-0.0018118868172516624,-0.18527693923126767,289.2108820756696,-959809.5228110887,237783.70188352026,2.593408953571778,180.0
0.00791506441958522,-0.001768516644679247,0.031954101528376605,286.5635045742863,-843707.3122837588,188515.25975193657,6.20859957662354,180.0
-0.002245885797888485,-0.007922194801996152,-0.12325057158205842,286.6417005327156,260015.58781881342,917185.6112153294,6.983050441159555,180.0
0.0007019566683567602,-0.007051780797039793,-0.09193417625358476,290.3629583453749,-92655.60369722317,930808.1771197481,8.43986300398836,180.0
0.0072436563331931695,-0.003840350224235494,0.18842350848510722,285.83236131818893,-684694.5380284892,363002.7021852647,6.089422823471096,180.0
0.0019194976295833696,-0.0063162618272021,-0.09529003207148756,291.98218378192405,-272544.7243307781,896830.4060211108,4.864006824914517,180.0
-0.008294686809077518,4.645989051443295e-05,0.08734658806443449,285.93225445868995,832799.1696524293,-4664.643660833482,4.703071182028835,180.0
-0.005503428649626784,-0.004744293082988021,0.14357867859676313,288.80030097734857,606409.3546413578,522762.0615885202,6.607763482218077,180.0
-0.008457491973105734,0.0005319847304532735,-0.029081991667745777,285.6117839062561,897666.2190175824,-56464.10579869759,5.595248560218445,180.0
0.006395937223033344,-0.0026966726891810484,-0.03658231356533778,290.5005007778359,-832741.913136186,351102.9417555342,5.066392311467297,180.0
0.00034469723281801187,0.00817761224948501,-0.1587313782447932,286.8558971957846,-41003.56470467978,-972770.3650541727,5.272180278160754,180.0
-0.0020652649722297414,0.007590411520720669,-0.17750306542852426,288.01007272528153,258441.97750176955,-949844.6881367262,5.614573914758119,180.0
-0.005536139626496914,-0.0062552564343938116,-0.017398842736974812,286.10887985508504,591674.2479502448,668529.7691629583,4.8049012457784315,180.0
0.00293809731983375,-0.006006765192941682,0.08087025303520576,290.5425430074381,-367554.42149542365,751443.1501797407,3.4001291955365285,180.0
-0.0006742744460721146,-0.007398099128152751,0.09097195738522881,288.4050749987581,75402.20664943583,827308.5277420166,2.880779253374175,180.0
0.006676542273190105,-0.0009531844259874163,0.1897638912771548,289.87070201765994,-766430.9778862473,109420.42180261883,6.686989402059961,180.0
-0.005384605893415657,0.004016863754516975,-0.0935221762663685,291.4208675403556,750495.7178091159,-559862.5241030108,2.3413638389381033,180.0
0.004468759170131346,0.004770181944955779,-0.11088281414047556,292.3707888149786,-646927.458431568,-690563.4348193557,3.1927678654954708,180.0
0.0065796546689756655,0.004403099667075233,-0.14163964303663396,287.89629523272833,-801036.7639009925,-536053.1647775035,4.7775886720993865,180.0
-0.0005480884137631925,0.008148702558173498,0.13583681358928826,286.0819079247545,54027.12209330957,-803248.0471348163,5.639919166657413,180.0
