total,data,pde,wall_pde,inlet,outlet,interface_temp,interface_flux,ordering,reg,wall_reg,epoch,validation_score,nu_hot_m2_s,nu_cold_m2_s,alpha_hot_m2_s,alpha_cold_m2_s,k_wall_w_mk,hot_inlet_temperature_K,cold_inlet_temperature_K,hot_inlet_temperature_bias_K,cold_inlet_temperature_bias_K
54.6320686340332,0.11028292030096054,8820.201171875,1019.240478515625,0.0,0.0,0.8618876934051514,1649.51025390625,0.0,2.0679515229122397e-13,0.0,1,6.147386600051078,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.3326416015625,283.7923583984375,-0.0006999998004175723,0.0006999994511716068
42.795528411865234,0.09621202945709229,7960.791015625,820.8499755859375,0.0,0.0,0.557276725769043,1117.7249755859375,0.0,2.0679515229122397e-13,0.0,2,5.758805788142533,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.3320007324219,283.7923583984375,-0.0013331619556993246,0.000691773893777281
35.814788818359375,0.08626332134008408,8595.5078125,556.0567016601562,0.0,0.0,0.39743179082870483,587.7830810546875,0.0,2.0679515229122397e-13,0.0,3,4.935334777538641,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.3315124511719,283.7921447753906,-0.0018315191846340895,0.0005026263534091413
32.694129943847656,0.0672876387834549,7872.23583984375,448.5993347167969,0.0,0.0,0.5003136396408081,418.72027587890625,0.0,2.0679515229122397e-13,0.0,4,4.426879614519422,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.3309631347656,283.792236328125,-0.002375829266384244,0.0005911478656344116
30.951190948486328,0.05934328958392143,7669.0615234375,393.4849853515625,0.0,0.0,0.5259281396865845,533.8313598632812,0.0,2.0679515229122397e-13,0.0,5,4.134267745146707,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.33038330078125,283.79254150390625,-0.002972640097141266,0.0008870104793459177
31.491744995117188,0.06310046464204788,7884.1201171875,457.61737060546875,0.0,0.0,0.5024641752243042,400.106689453125,0.0,2.0679515229122397e-13,0.0,6,4.002937687095055,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.32977294921875,283.7929382324219,-0.0035762635525316,0.0012814946239814162
28.401691436767578,0.05599464848637581,8848.6826171875,466.9777526855469,0.0,0.0,0.46413183212280273,525.3309326171875,0.0,2.0679515229122397e-13,0.0,7,3.939274881740367,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.3291320800781,283.7933349609375,-0.004205986857414246,0.0016809473745524883
27.752025604248047,0.05309056118130684,8378.923828125,515.6084594726562,0.0,0.0,0.47299426794052124,539.1182861328125,0.0,2.0679515229122397e-13,0.0,8,4.026957189821705,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.3284912109375,283.7937316894531,-0.004859717562794685,0.0020738074090331793
26.198257446289062,0.05030541867017746,9163.5205078125,428.3392333984375,0.0,0.0,0.4442652463912964,435.4931945800781,0.0,2.0679515229122397e-13,0.0,9,4.117363738314278,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.32781982421875,283.79412841796875,-0.005524779204279184,0.0024597439914941788
28.289180755615234,0.056101515889167786,8771.544921875,387.4698791503906,0.0,0.0,0.4583491086959839,530.871826171875,0.0,2.0679515229122397e-13,0.0,10,3.974524937341328,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.3271789550781,283.7945556640625,-0.0061644017696380615,0.0028849986847490072
26.20844841003418,0.052347201853990555,8471.3857421875,305.8669128417969,0.0,0.0,0.42017149925231934,461.4413146972656,0.0,2.0679515229122397e-13,0.0,11,3.6593992227251904,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,9.999997701015673e-07,16.0,304.3265380859375,283.7950134277344,-0.006798223592340946,0.0033690817654132843
