x,y,z,T,qx,qy,qz,k_wall
-0.003328159828058883,-0.00669724662051611,0.0012487095289277217,290.5510956155819,270188.4822679914,543699.5196312632,5.365693025178798,180.0
0.003761069606665801,0.005483141160483664,-0.12886308478067754,292.99645537507575,-376925.88492410444,-549507.9991117886,4.284311123869004,180.0
0.0009841899068539716,0.00741960717105962,0.07661507247000102,290.3817028507728,-75324.27296622621,-567854.3459580379,2.9865904757729824,180.0
0.0065193235958222245,-0.0026703342022460163,0.18707402028154604,290.6174247873529,-483557.6548950394,198066.64382353675,5.92057803887916,180.0
0.0021915703873787826,-0.007774851193083516,-0.12710772444893842,289.50058850728016,-180570.59327873559,640595.2100256816,3.923389819291719,180.0
-0.00798991117825761,0.0009280971913311716,0.11620452953197472,289.0011916133311,551102.5960238165,-64015.32634015602,4.906301875598062,180.0
-0.0010017760541655265,-0.006647915319581369,0.02283216740891006,292.12330359921674,89003.80506523252,590640.7492311915,4.155203547235609,180.0
-0.0003938348805733534,0.00821497661852355,0.1345028779029064,288.6536232125107,26168.745378006537,-545852.188367505,4.131379829825558,180.0
-0.0029220713768876323,0.006186682518157315,-0.1520327981894529,292.38898894924154,289089.26847819204,-612067.0212326895,4.957446081303571,180.0
-0.007503638916603316,-0.0035855486482735477,-0.042905636621776905,288.9322185183576,565939.3734557561,270429.2114868485,2.4244136647154173,180.0
-0.0045792788926220795,0.0054062399489240905,0.017646388704570526,291.1791367902421,387587.0346197239,-457580.45303206315,4.208162133416088,180.0
-0.00783356293218717,1.0368808034606056e-05,0.16764283340500177,289.3463929034373,531394.0776670452,-703.3738325400464,4.507961937633583,180.0
-0.007392764436351888,0.003357154250958754,0.04527088588717701,288.9170300041235,534559.0169440269,-242750.47468001745,3.8499844820477325,180.0
-0.0037803222501331243,0.00736585344816833,-0.023346412374756903,288.74427812399495,282328.7246138636,-550109.7187258999,3.704018191607389,180.0
-0.00579515735482182,0.0044879155168480915,0.13313451298142717,290.33852231787677,432557.99232752615,-334983.7816031226,2.2893444255283724,180.0
0.007929446468929686,0.0028629650380055205,-0.11747572043535288,288.70655481173776,-621881.06701699,-224533.17008236662,3.159870329387501,180.0
0.007763944556838,0.002558535629411856,0.026740785674482404,289.0715158683359,-565609.6069657758,-186391.3789138318,4.177322090581025,180.0
-0.0039543633170667615,-0.005254783113888189,0.03947588622253462,292.4070887140954,354601.41768890165,471214.552742371,5.145389888161929,180.0
-0.006502278142937802,-0.0036450992396118106,0.04044340215705025,290.5143671506993,514032.66577314126,288160.55510949745,1.5327701981614696,180.0
0.00022046978705007566,0.008489782367682408,-0.027263975297425913,288.4431315309194,-16098.154633822875,-619902.7594262259,3.6599720060777337,180.0
0.00405731682725068,0.006932217922627422,0.019023476100976294,289.4279725448206,-302592.44697915897,-517000.9820559206,5.767945779586849,180.0
-0.004285772974282625,0.006691300441550806,0.11100737799933355,289.14646256503244,300512.7190768874,-469185.11594454944,4.946882698328528,180.0
0.0052372441099890815,0.004105514938017478,-0.1891033486643581,293.266468371756,-546008.8086110298,-428020.4002265578,2.2556440093669137,180.0
-0.005200792842507016,-0.005026442209203348,0.0741988920544148,290.9067617099475,412686.9418532793,398852.0840061844,4.747504507702647,180.0
0.0013696360840327227,0.006482857258057775,-0.05603226799047922,292.68705373743614,-130888.56898062109,-619530.924531733,6.511639298116698,180.0
-0.006940290344384193,-0.00013459105981222105,0.03970109467791591,291.5412563298323,589519.9099088229,11432.390507874881,3.77467020742198,180.0
0.006931072669841459,-0.0009375733105932212,-0.103565236940599,291.95724300326845,-648932.1246832885,87781.71424128508,6.089956576667182,180.0
-0.004219552341372106,0.0066752508493490145,-0.08225225229039913,289.7413694237301,344711.3378490262,-545326.7229785569,2.8186670745180775,180.0
0.005363672534324074,-0.0037858856363724687,0.08100788904737419,291.9976356437135,-466358.4797837526,329173.68812417745,4.592317407772346,180.0
-0.0015467948417339761,-0.006757550848774254,-0.10426045606960238,292.1257949491112,146184.2799312778,638641.7114112367,3.3890987441376845,180.0
-0.008346801117902815,-0.00141804396924094,0.18917024539431718,288.1853522262019,514227.5007251574,87362.47526697579,1.828286355248372,180.0
-0.006626767920524953,0.0025555905261588495,-0.158693001672293,291.82763519435025,634395.1722951103,-244652.3420771712,5.825220968611936,180.0
0.0028347056888641305,-0.006044622346517962,-0.008061055978651727,292.15369898533913,-259583.33562536267,553525.9753662372,4.698608388438038,180.0
-0.0024241183605588053,-0.007596329297396621,0.15917850528256408,289.14182918560545,162721.94057943253,509912.9913226817,4.2062933594129355,180.0
0.005177830200308364,0.0066392986748264075,0.1107568516111049,288.41266734227514,-342715.83736083604,-439449.09678504156,3.9443110039536826,180.0
