x,y,z,T,u,v,w,p,k_eff,rho,mu,mu_t
-0.0003710490095328162,0.009993587609969464,-0.0630137835263116,288.3045302024801,-0.03406187266646656,-0.0012646733694631554,-1.2120457296877076,874.7344076425578,0.5927317953037202,999.7020956372312,0.0011233230205564533,0.0009683437882706954
0.01385214453746154,-0.012550059983463528,0.10133733599345171,286.8404895387319,0.0029938706952092847,0.003304488556321967,-1.1995495451461284,1839.1563562755566,0.5905357343080979,1000.1559482429932,0.00116349481930698,0.00025705527278768796
0.012933964244980715,-0.012744110934381794,-0.005246521380883856,287.1524448550804,0.0044077154434657324,0.00447337866418224,-1.2413104102032548,1206.7737632411206,0.5910036672826205,1000.0592420949251,0.0011548163459302499,0.00030077574157019195
-0.013600692853235858,0.008935419059020488,-0.1520472361564676,287.73880076040007,-0.006975105481468081,-0.010616879482177143,-1.3353450282681618,323.53233588112187,0.5918832011406001,999.877471764276,0.0011386789580614398,0.0004549859501297084
0.018094706188935578,0.007254307116653668,0.08230894388625429,287.1768299434439,-0.0006409381148719253,0.0015987173809161208,-1.1453968399363226,1728.3548517207685,0.5910402449151659,1000.0516827175325,0.0011541406964914493,0.00019135279480633893
0.01594517655079557,0.006701237119181271,-7.683182032308666e-05,287.2280689862865,-0.0035709584495537245,0.008496873326674044,-1.2893307428819034,1235.207617786995,0.5911171034794297,1000.0357986142512,0.0011527222792600427,0.00037128207909290206
-0.00045463859481977963,-0.010942255867246325,-0.08967309105526045,288.44456272091486,0.03081632445727093,-0.0012803841016642053,-1.324317994533074,710.2858208286133,0.5929418440813723,999.6586855565164,0.0011195541152974064,0.000890497347587014
0.006283718172934925,-0.018635677777708897,0.00021664837226098577,287.1615141777086,0.001077015879012056,0.00036315632477734147,-1.119415122726078,1231.0664774162558,0.5910172712665629,1000.0564306049104,0.001154565011636001,0.00017728810981921272
-0.009907910508465801,0.01261712974678857,-0.08186220719225577,287.5025033642609,-0.010609895680817966,-0.00833168074034103,-1.3548530510534402,752.41831025428,0.5915287550463914,999.9507239570792,0.0011451549086559667,0.0004738829315941716
-0.016396776262998423,0.004153008870583624,0.17328355553574734,287.5586164148089,-0.0025823218289661863,-0.010195440122588792,-1.3140547735329728,2279.4878940047106,0.5916129246222134,999.9333289114093,0.0011436137513907252,0.00040250843901001485
