x,y,z,T,u,v,w,p,k_eff,rho,mu,mu_t
0.0026525381810260677,0.004105048376154968,-0.19011483230444076,310.03778916196006,0.004375697164530732,-0.0028274219287999715,0.4868275538766805,673.8227029743746,0.6253316837429401,992.9647853597925,0.0006667721204869166,0.00031029552093942087
0.003856334862120775,-0.004015111211087367,0.08507646176793013,302.22980524844803,-0.0021737904761965133,-0.002087828594424536,0.4393104469841983,206.70566451322043,0.6136197078726721,995.3852603729812,0.0008041935330969058,0.0002638105655450029
0.0004445608807353109,-0.0011826674887318476,0.16593862080921293,300.3703277900321,-0.01583618549140409,-0.005952770864696191,0.5791762945406069,91.26066737987388,0.6108304916850481,995.9616983850901,0.0008408955139639422,0.0005581746209781784
-0.0014628906732191878,0.0014833785337659367,0.12972522204673173,301.01599818793824,0.010159686307901507,0.010019364581830307,0.5865419765136429,152.28692998768142,0.6117989972819073,995.7615405617391,0.0008279653638999575,0.0005020931432660607
-0.0047836291447295055,0.001946260072527845,0.16927503366784039,299.74438221737864,0.0016261589896445223,0.003996866424292395,0.4718155158701913,67.86072082998794,0.609891573326068,996.1557415126126,0.0008536233938922411,0.00029135381839433326
-0.0058984583677574,0.0009614944072337242,-0.1946271653730821,309.95626903179175,0.0002722035340091642,0.0016698809694887793,0.42099991129655456,673.8154254555791,0.6252094035476876,992.9900566001446,0.0006680779258647889,0.0002358199316242127
-0.0026568333535407127,0.0025844680530280393,-0.038275322795933264,305.75844263715396,0.006293007284118568,0.0064692119629537834,0.5174522080344562,422.9600456715289,0.618912663955731,994.2913827824823,0.0007388926567713248,0.00039107207660793344
0.0025593563701338242,-0.0027866607717748097,0.0986346932526024,302.16043926187825,-0.006463577278923933,-0.005936351439048795,0.518257347398023,194.33389736800942,0.6135156588928173,995.4067638288178,0.0008055334563962492,0.00038579799774354025
0.0003565985377744627,0.0010914523884571975,-0.11302716365718352,308.2132623303924,0.016435372241796815,-0.005369752974280633,0.5976454165610303,560.3749608010552,0.6225948934955886,993.5303886775783,0.0006966178506878737,0.000566056442679712
-0.00620998244488113,0.0016752295299955133,-0.10626735373441064,307.1766290181212,5.724238624826501e-05,0.00021219433357635642,0.38667624780731,526.5598359986626,0.6210399435271818,993.8517450043825,0.0007141665386475912,0.0002046529913902761
0.00018043387747495587,0.0025438062323408198,-0.03999195217936963,306.23659361073294,0.012728920422190015,-0.0009028708392354392,0.5557517694924886,435.74096911962886,0.6196298904160994,994.1431559806729,0.0007304618697234223,0.00047016305893257443
-0.0046343403526773455,0.001729587139592522,-0.04752439769778055,305.73414797508826,0.0017548293776910677,0.004701975639697079,0.46661037175117,431.2361453833208,0.6188762219626324,994.2989141277227,0.0007393236099350313,0.00030625306867034527
0.0029004223676779755,-0.003592904809513265,0.07641096440145853,302.6747081150072,-0.004732339678414184,-0.0038202470097118833,0.4876332815120587,231.4030499262637,0.6142870621725108,995.2473404843478,0.0007956523022689363,0.000328760554839432
0.0010188527131732305,0.0062246832424596235,-0.1728064550374002,309.21662829790205,0.0006137088347156345,-0.00010045152291176396,0.40925481155074966,636.4755163653302,0.6240999424468531,993.2193452276504,0.0006800431144971387,0.0002131658233580595
0.0021412792308747593,-0.005053441080037321,0.160986687674023,299.85729502700804,-0.0030092970519142903,-0.001275120294219226,0.4391039503929983,83.06525876738526,0.610060942540512,996.1207385416276,0.0008513132850180786,0.0002691937489796535
-0.001971227599551767,0.0038064661143453775,-0.002538320467644656,304.558921362048,0.006350025117242702,0.0032884424536926285,0.4956478823609674,358.6422601650887,0.617113382043072,994.6632343777652,0.0007604734244828096,0.0003513947669179318
0.003812911358083847,0.004799896888426174,-0.1897464206488915,309.7488073684836,0.0009359187876217328,-0.0007434691741340842,0.4195935540678002,676.1610130995921,0.6248982110527254,993.0543697157701,0.0006714126342505414,0.00022530542828195005
0.002213465881871577,0.003827955059232156,0.12305494605824527,301.14831254582907,0.005812308413932463,-0.003360892740400994,0.4969248401698962,142.9548546386968,0.6119974688187436,995.720523110793,0.0008253402931889299,0.00034214431619326516
-0.005453589919268849,-0.0017251827104271577,0.14615001947092135,300.1456228775634,-0.0007600940816247554,0.002402784004378477,0.44016933112617795,107.21509192343275,0.6104934343163452,996.0313569079553,0.0008454426445630366,0.0002533543193347888
-0.00220997203902842,-0.0017759082133172001,-0.010928680581733796,305.3968506010149,-0.007416833904550772,0.009229641162905948,0.562021338388523,390.4247070646934,0.6183702759015224,994.4034763136855,0.0007453328257249099,0.0004506755512809538
-0.0006799377174290938,-0.00018571235216012985,0.09028946968088217,302.5805578425485,-0.0049330917124471175,0.01806123868345348,0.6088170030739865,226.17650865635568,0.6141458367638227,995.27652706881,0.0007974521961741115,0.0005963836533017809
